sample_code_x,detection_items,department,order_date,order_num,report_date,conclusion,receive_date,sample_code_format,infer_receive_date,create_time,sample_date,random_num_x,event_flight,id,Unnamed: 0,date,code,gene_name,file_name,path,sample_code_y,random_num_y,data_num,sample_code
ZSHC/2017/81,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041676063,2018.04.16,,2018.04.16,ZSHC-2017-81,2018-04-16,2018.04.16,2018.04.16,76063,9C8555,1.0,,,,,,,,,,ZSHC-2017-81
ZSHC/2017/80,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041686582,2018.04.16,,2018.04.16,ZSHC-2017-80,2018-04-16,2018.04.16,2018.04.16,86582,JD0472,2.0,,,,,,,,,,ZSHC-2017-80
ZSHC/2017/82,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041672814,2018.04.16,,2018.04.16,ZSHC-2017-82,2018-04-16,2018.04.16,2018.04.16,72814,MF8026,3.0,,,,,,,,,,ZSHC-2017-82
ZSHC/2017/83,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041654900,2018.04.16,,2018.04.16,ZSHC-2017-83,2018-04-16,2018.04.16,2018.04.16,54900,JD5351,4.0,,,,,,,,,,ZSHC-2017-83
ZSHC/2018/01,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041636426,2018.04.16,,2018.04.16,ZSHC-2018-01,2018-04-16,2018.04.16,2018.04.16,36426,CA1704,5.0,,,,,,,,,,ZSHC-2018-01
ZSHC/2018/02,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041654953,2018.04.16,,2018.04.16,ZSHC-2018-02,2018-04-16,2018.04.16,2018.04.16,54953,CA1673,6.0,,,,,,,,,,ZSHC-2018-02
ZSHC/2018/03,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041665802,2018.04.16,,2018.04.16,ZSHC-2018-03,2018-04-16,2018.04.16,2018.04.16,65802,MU9998,7.0,,,,,,,,,,ZSHC-2018-03
ZSHC/2018/04,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.4.9,SEQ2018041672050,2018.04.16,,2018.04.16,ZSHC-2018-04,2018-04-16,2018.04.16,2018.04.16,72050,CA1742,8.0,,,,,,,,,,ZSHC-2018-04
ZGGG-2018-07,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050932167,2018.05.09,,2018.05.09,ZGGG-2018-07,2018-05-09,2018.05.09,2018.05.09,32167,MU2907,9.0,,,,,,,,,,ZGGG-2018-07
ZGGG-2018-07,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050993212,2018.05.09,,2018.05.09,ZGGG-2018-07,2018-05-09,2018.05.09,2018.05.09,93212,CA4333,18.0,,,,,,,,,,ZGGG-2018-07
ZGGG-2018-05,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050962788,2018.05.09,,2018.05.09,ZGGG-2018-05,2018-05-09,2018.05.09,2018.05.09,62788,MU7132,11.0,,,,,,,,,,ZGGG-2018-05
ZGGG-2018-26,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050944490,2018.05.09,,2018.05.09,ZGGG-2018-26,2018-05-09,2018.05.09,2018.05.09,44490,CA4305,12.0,,,,,,,,,,ZGGG-2018-26
ZGGG-2018-31,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050977302,2018.05.09,,2018.05.09,ZGGG-2018-31,2018-05-09,2018.05.09,2018.05.09,77302,MU5311,14.0,,,,,,,,,,ZGGG-2018-31
ZGGG-2018-04,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050924067,2018.05.09,,2018.05.09,ZGGG-2018-04,2018-05-09,2018.05.09,2018.05.09,24067,HU7352,15.0,,,,,,,,,,ZGGG-2018-04
ZGGG-2017-03,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050955863,2018.05.09,,2018.05.09,ZGGG-2017-03,2018-05-09,2018.05.09,2018.05.09,55863,HU7720,16.0,,,,,,,,,,ZGGG-2017-03
ZGGG-2018-09,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050946008,2018.05.09,,2018.05.09,ZGGG-2018-09,2018-05-09,2018.05.09,2018.05.09,46008,MV2622,17.0,,,,,,,,,,ZGGG-2018-09
ZGGG-2018-33,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050921438,2018.05.09,,2018.05.09,ZGGG-2018-33,2018-05-09,2018.05.09,2018.05.09,21438,CZ3880,19.0,,,,,,,,,,ZGGG-2018-33
ZGGG-2018-21,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050919336,2018.05.09,,2018.05.09,ZGGG-2018-21,2018-05-09,2018.05.09,2018.05.09,19336,CA4301,20.0,,,,,,,,,,ZGGG-2018-21
ZGGG-2018-25,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050919665,2018.05.09,,2018.05.09,ZGGG-2018-25,2018-05-09,2018.05.09,2018.05.09,19665,CA4024,21.0,,,,,,,,,,ZGGG-2018-25
ZGGG-2018-13,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050914273,2018.05.09,,2018.05.09,ZGGG-2018-13,2018-05-09,2018.05.09,2018.05.09,14273,CZ3368,22.0,,,,,,,,,,ZGGG-2018-13
ZGGG-2018-18,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050937986,2018.05.09,,2018.05.09,ZGGG-2018-18,2018-05-09,2018.05.09,2018.05.09,37986,8L9973,23.0,,,,,,,,,,ZGGG-2018-18
ZGGG-2018-02,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050963329,2018.05.09,,2018.05.09,ZGGG-2018-02,2018-05-09,2018.05.09,2018.05.09,63329,MV2492 ,24.0,,,,,,,,,,ZGGG-2018-02
ZGGG-2018-11,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.05.09,SEQ2018050975257,2018.05.09,,2018.05.09,ZGGG-2018-11,2018-05-09,2018.05.09,2018.05.09,75257,CA1387,25.0,,,,,,,,,,ZGGG-2018-11
ZSHC/2018/16,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052189513,2018.05.21,,2018.05.21,ZSHC-2018-16,2018-05-21,2018.05.21,2018.05.21,89513,3U8226,26.0,,,,,,,,,,ZSHC-2018-16
ZSHC/2018/15,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052154551,2018.05.21,,2018.05.21,ZSHC-2018-15,2018-05-21,2018.05.21,2018.05.21,54551,HU7391,27.0,,,,,,,,,,ZSHC-2018-15
ZSHC/2018/9,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052137845,2018.05.21,,2018.05.21,ZSHC-2018-9,2018-05-21,2018.05.21,2018.05.21,37845,NX122,28.0,,,,,,,,,,ZSHC-2018-9
ZSHC/2018/13,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052119152,2018.05.21,,2018.05.21,ZSHC-2018-13,2018-05-21,2018.05.21,2018.05.21,19152,MU5646,29.0,,,,,,,,,,ZSHC-2018-13
ZSHC/2018/12,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052174241,2018.05.21,,2018.05.21,ZSHC-2018-12,2018-05-21,2018.05.21,2018.05.21,74241,CA1736,30.0,,,,,,,,,,ZSHC-2018-12
ZSHC/2018/05,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052163723,2018.05.21,,2018.05.21,ZSHC-2018-05,2018-05-21,2018.05.21,2018.05.21,63723,CA4533,31.0,,,,,,,,,,ZSHC-2018-05
ZSHC/2018/06,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052154605,2018.05.21,,2018.05.21,ZSHC-2018-06,2018-05-21,2018.05.21,2018.05.21,54605,MF8154,32.0,,,,,,,,,,ZSHC-2018-06
ZSHC/2018/07,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052117521,2018.05.21,,2018.05.21,ZSHC-2018-07,2018-05-21,2018.05.21,2018.05.21,17521,CZ6630,33.0,,,,,,,,,,ZSHC-2018-07
ZSHC/2018/08,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052116609,2018.05.21,,2018.05.21,ZSHC-2018-08,2018-05-21,2018.05.21,2018.05.21,16609,DZ6311,34.0,,,,,,,,,,ZSHC-2018-08
ZSHC/2018/09,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052188433,2018.05.21,,2018.05.21,ZSHC-2018-09,2018-05-21,2018.05.21,2018.05.21,88433,CA1726,35.0,,,,,,,,,,ZSHC-2018-09
ZSHC/2018/10,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052151089,2018.05.21,,2018.05.21,ZSHC-2018-10,2018-05-21,2018.05.21,2018.05.21,51089,HV7761,36.0,,,,,,,,,,ZSHC-2018-10
ZSHC/2018/11,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2018.5.21,SEQ2018052192850,2018.05.21,,2018.05.21,ZSHC-2018-11,2018-05-21,2018.05.21,2018.05.21,92850,JD5692,37.0,,,,,,,,,,ZSHC-2018-11
ZHCC-2018-001,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.5.24,SEQ2018052439265,2018.05.24,,2018.05.24,ZHCC-2018-001,2018-05-24,2018.05.24,2018.05.24,39265,CZ6643,38.0,,,,,,,,,,ZHCC-2018-001
ZHCC-2018-002,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.5.24,SEQ2018052466645,2018.05.24,,2018.05.24,ZHCC-2018-002,2018-05-24,2018.05.24,2018.05.24,66645,CZ6725,39.0,,,,,,,,,,ZHCC-2018-002
ZHCC-2018-003,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.5.24,SEQ2018052442281,2018.05.24,,2018.05.24,ZHCC-2018-003,2018-05-24,2018.05.24,2018.05.24,42281,ZH9302,40.0,,,,,,,,,,ZHCC-2018-003
ZHCC-2018-004,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.5.24,SEQ2018052466764,2018.05.24,,2018.05.24,ZHCC-2018-004,2018-05-24,2018.05.24,2018.05.24,66764,DZ6304,41.0,,,,,,,,,,ZHCC-2018-004
ZHCC-2018-005,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.5.24,SEQ2018052483552,2018.05.24,,2018.05.24,ZHCC-2018-005,2018-05-24,2018.05.24,2018.05.24,83552,RY8908,42.0,,,,,,,,,,ZHCC-2018-005
YW/2017.10.19/2017015,飞鸟残骸鉴定（常规）,浙江省义乌机场管理有限公司,2018.05.29,SEQ2018060174207,2018.06.01,,2018.06.01,YW-2017.10.19-2017015,2018-06-01,2018.06.01,2018.06.01,74207,CZ3309,43.0,,,,,,,,,,YW-2017.10.19-2017015
YW/2018.4.4/2018001,飞鸟残骸鉴定（常规）,浙江省义乌机场管理有限公司,2018.05.29,SEQ2018060194815,2018.06.01,,2018.06.01,YW-2018.4.4-2018001,2018-06-01,2018.06.01,2018.06.01,94815,CZ6662,44.0,,,,,,,,,,YW-2018.4.4-2018001
ZYTL/2018/01,飞鸟残骸鉴定（常规）,大连国际机场股份公司飞行区管理部,2018.6.11,SEQ2018061256123,2018.06.12,,2018.06.12,ZYTL-2018-01,2018-06-12,2018.06.12,2018.06.12,56123,OQ2363,45.0,,,,,,,,,,ZYTL-2018-01
ZYTL/2018/02,飞鸟残骸鉴定（常规）,大连国际机场股份公司飞行区管理部,2018.6.11,SEQ2018061218968,2018.06.12,,2018.06.12,ZYTL-2018-02,2018-06-12,2018.06.12,2018.06.12,18968,CZ063V,46.0,,,,,,,,,,ZYTL-2018-02
ZYTL/2018/03,飞鸟残骸鉴定（常规）,大连国际机场股份公司飞行区管理部,2018.6.11,SEQ2018061244770,2018.06.12,,2018.06.12,ZYTL-2018-03,2018-06-12,2018.06.12,2018.06.12,44770,CZ3611,47.0,,,,,,,,,,ZYTL-2018-03
ZSHC/2018/17,飞鸟残骸鉴定（常规）,杭州萧山国际机场股份公司飞行区管理中心,2018.07.18,SEQ2018071810137,2018.07.18,,2018.07.18,ZSHC-2018-17,2018-07-18,2018.07.18,2018.07.18,10137,O36937,48.0,,,,,,,,,,ZSHC-2018-17
ZSHC/2018/18,飞鸟残骸鉴定（常规）,杭州萧山国际机场股份公司飞行区管理中心,2018.07.18,SEQ2018071879939,2018.07.18,,2018.07.18,ZSHC-2018-18,2018-07-18,2018.07.18,2018.07.18,79939,9C8624,49.0,,,,,,,,,,ZSHC-2018-18
ZSHC/2018/20,飞鸟残骸鉴定（常规）,杭州萧山国际机场股份公司飞行区管理中心,2018.07.18,SEQ2018071821818,2018.07.18,,2018.07.18,ZSHC-2018-20,2018-07-18,2018.07.18,2018.07.18,21818,MF8290,50.0,,,,,,,,,,ZSHC-2018-20
ZSHC/2018/22,飞鸟残骸鉴定（常规）,杭州萧山国际机场股份公司飞行区管理中心,2018.07.18,SEQ2018071859842,2018.07.18,,2018.07.18,ZSHC-2018-22,2018-07-18,2018.07.18,2018.07.18,59842,GJ8686,51.0,,,,,,,,,,ZSHC-2018-22
ZSHC/2018/23,飞鸟残骸鉴定（常规）,杭州萧山国际机场股份公司飞行区管理中心,2018.07.18,SEQ2018071869110,2018.07.18,,2018.07.18,ZSHC-2018-23,2018-07-18,2018.07.18,2018.07.18,69110,Y87986,52.0,,,,,,,,,,ZSHC-2018-23
ZSHC/2018/24,飞鸟残骸鉴定（常规）,杭州萧山国际机场股份公司飞行区管理中心,2018.07.18,SEQ2018071899551,2018.07.18,,2018.07.18,ZSHC-2018-24,2018-07-18,2018.07.18,2018.07.18,99551,CA1673,53.0,,,,,,,,,,ZSHC-2018-24
ZSHC/2018/25,飞鸟残骸鉴定（加急）,杭州萧山国际机场股份公司飞行区管理中心,2018.07.18,SEQ2018071817219,2018.07.18,,2018.07.18,ZSHC-2018-25,2018-07-18,2018.07.18,2018.07.18,17219,3U8919,54.0,,,,,,,,,,ZSHC-2018-25
ZGSZ-2018001,飞鸟残骸鉴定（常规）,深圳市机场股份有限公司,2018.08.01,SEQ2018080228537,2018.08.02,,2018.08.02,ZGSZ-2018001,2018-08-02,2018.08.02,2018.08.02,28537,南方航空A330-330/48,55.0,,,,,,,,,,ZGSZ-2018001
ZGSZ-2018002,飞鸟残骸鉴定（常规）,深圳市机场股份有限公司,2018.08.01,SEQ2018080279086,2018.08.02,,2018.08.02,ZGSZ-2018002,2018-08-02,2018.08.02,2018.08.02,79086,B-6270（330#机位-左发）,56.0,,,,,,,,,,ZGSZ-2018002
ZGSZ-2018003,飞鸟残骸鉴定（常规）,深圳市机场股份有限公司,2018.08.01,SEQ2018080283711,2018.08.02,,2018.08.02,ZGSZ-2018003,2018-08-02,2018.08.02,2018.08.02,83711,顺丰B-2899（127#机位-036899）,57.0,,,,,,,,,,ZGSZ-2018003
ZGSZ-2018004,飞鸟残骸鉴定（常规）,深圳市机场股份有限公司,2018.08.01,SEQ2018080256124,2018.08.02,,2018.08.02,ZGSZ-2018004,2018-08-02,2018.08.02,2018.08.02,56124,春天航空A320-B6708,58.0,,,,,,,,,,ZGSZ-2018004
ZGSZ-2018005-B,飞鸟残骸鉴定（常规）,深圳市机场股份有限公司,2018.08.01,SEQ2018080256417,2018.08.02,,2018.08.02,ZGSZ-2018005-B,2018-08-02,2018.08.02,2018.08.02,56417,顺丰航空767-300/99,59.0,,,,,,,,,,ZGSZ-2018005-B
ZGGG-2018-34,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080689627,2018.08.06,,2018.08.06,ZGGG-2018-34,2018-08-06,2018.08.06,2018.08.06,89627,,60.0,,,,,,,,,,ZGGG-2018-34
ZGGG-2018-35,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080621809,2018.08.06,,2018.08.06,ZGGG-2018-35,2018-08-06,2018.08.06,2018.08.06,21809,,61.0,,,,,,,,,,ZGGG-2018-35
ZGGG-2018-36,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080634495,2018.08.06,,2018.08.06,ZGGG-2018-36,2018-08-06,2018.08.06,2018.08.06,34495,,62.0,,,,,,,,,,ZGGG-2018-36
ZGGG-2018-38,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080647973,2018.08.06,,2018.08.06,ZGGG-2018-38,2018-08-06,2018.08.06,2018.08.06,47973,,63.0,,,,,,,,,,ZGGG-2018-38
ZGGG-2018-41,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080662338,2018.08.06,,2018.08.06,ZGGG-2018-41,2018-08-06,2018.08.06,2018.08.06,62338,,64.0,,,,,,,,,,ZGGG-2018-41
ZGGG-2018-42,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080631029,2018.08.06,,2018.08.06,ZGGG-2018-42,2018-08-06,2018.08.06,2018.08.06,31029,,65.0,,,,,,,,,,ZGGG-2018-42
ZGGG-2018-45,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080692798,2018.08.06,,2018.08.06,ZGGG-2018-45,2018-08-06,2018.08.06,2018.08.06,92798,,66.0,,,,,,,,,,ZGGG-2018-45
ZGGG-2018-47,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080643041,2018.08.06,,2018.08.06,ZGGG-2018-47,2018-08-06,2018.08.06,2018.08.06,43041,,67.0,,,,,,,,,,ZGGG-2018-47
ZGGG-2018-48,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080670993,2018.08.06,,2018.08.06,ZGGG-2018-48,2018-08-06,2018.08.06,2018.08.06,70993,,68.0,,,,,,,,,,ZGGG-2018-48
ZGGG-2018-49,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080688195,2018.08.06,,2018.08.06,ZGGG-2018-49,2018-08-06,2018.08.06,2018.08.06,88195,,69.0,,,,,,,,,,ZGGG-2018-49
ZGGG-2018-51,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080692483,2018.08.06,,2018.08.06,ZGGG-2018-51,2018-08-06,2018.08.06,2018.08.06,92483,,70.0,,,,,,,,,,ZGGG-2018-51
ZGGG-2018-52,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080611018,2018.08.06,,2018.08.06,ZGGG-2018-52,2018-08-06,2018.08.06,2018.08.06,11018,,71.0,,,,,,,,,,ZGGG-2018-52
ZGGG-2018-54,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080653606,2018.08.06,,2018.08.06,ZGGG-2018-54,2018-08-06,2018.08.06,2018.08.06,53606,,72.0,,,,,,,,,,ZGGG-2018-54
ZGGG-2018-55,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080664824,2018.08.06,,2018.08.06,ZGGG-2018-55,2018-08-06,2018.08.06,2018.08.06,64824,,73.0,,,,,,,,,,ZGGG-2018-55
ZGGG-2018-57,飞鸟残骸鉴定（常规）,广州白云国际机场,2018.08.06,SEQ2018080622723,2018.08.06,,2018.08.06,ZGGG-2018-57,2018-08-06,2018.08.06,2018.08.06,22723,,74.0,,,,,,,,,,ZGGG-2018-57
ZSHC/2018/29,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.08.07,SEQ2018080886409,2018.08.08,,2018.08.08,ZSHC-2018-29,2018-08-08,2018.08.08,2018.08.08,86409,CA3563,75.0,,,,,,,,,,ZSHC-2018-29
ZSHC/2018/30,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.08.07,SEQ2018080852881,2018.08.08,,2018.08.08,ZSHC-2018-30,2018-08-08,2018.08.08,2018.08.08,52881,3u8822,76.0,,,,,,,,,,ZSHC-2018-30
ZSHC/2018/31,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.08.07,SEQ2018080813367,2018.08.08,,2018.08.08,ZSHC-2018-31,2018-08-08,2018.08.08,2018.08.08,13367,MF8478,77.0,,,,,,,,,,ZSHC-2018-31
ZSHC/2018/32,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.08.07,SEQ2018080865931,2018.08.08,,2018.08.08,ZSHC-2018-32,2018-08-08,2018.08.08,2018.08.08,65931,NS3215,78.0,,,,,,,,,,ZSHC-2018-32
ZSHC/2018/33,飞鸟残骸鉴定（常规）,杭州萧山国际机场有限公司,2018.08.07,SEQ2018080877610,2018.08.08,,2018.08.08,ZSHC-2018-33,2018-08-08,2018.08.08,2018.08.08,77610,MF8454,79.0,,,,,,,,,,ZSHC-2018-33
ZBTJ/2018/002,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080862998,2018.08.08,,2018.08.08,ZBTJ-2018-002,2018-08-08,2018.08.08,2018.08.08,62998,,80.0,,,,,,,,,,ZBTJ-2018-002
ZBTJ/2018/004,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080830668,2018.08.08,,2018.08.08,ZBTJ-2018-004,2018-08-08,2018.08.08,2018.08.08,30668,,81.0,,,,,,,,,,ZBTJ-2018-004
ZBTJ/2018/007,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080879722,2018.08.08,,2018.08.08,ZBTJ-2018-007,2018-08-08,2018.08.08,2018.08.08,79722,,82.0,,,,,,,,,,ZBTJ-2018-007
ZBTJ/2018/010,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080819206,2018.08.08,,2018.08.08,ZBTJ-2018-010,2018-08-08,2018.08.08,2018.08.08,19206,,83.0,,,,,,,,,,ZBTJ-2018-010
ZBTJ/2018/012,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080875999,2018.08.08,,2018.08.08,ZBTJ-2018-012,2018-08-08,2018.08.08,2018.08.08,75999,,84.0,,,,,,,,,,ZBTJ-2018-012
ZBTJ/2018/017,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080810185,2018.08.08,,2018.08.08,ZBTJ-2018-017,2018-08-08,2018.08.08,2018.08.08,10185,,85.0,,,,,,,,,,ZBTJ-2018-017
ZBTJ/2018/018,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080864997,2018.08.08,,2018.08.08,ZBTJ-2018-018,2018-08-08,2018.08.08,2018.08.08,64997,,86.0,,,,,,,,,,ZBTJ-2018-018
ZBTJ/2018/019,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080861293,2018.08.08,,2018.08.08,ZBTJ-2018-019,2018-08-08,2018.08.08,2018.08.08,61293,,87.0,,,,,,,,,,ZBTJ-2018-019
ZBTJ/2018/022,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080887256,2018.08.08,,2018.08.08,ZBTJ-2018-022,2018-08-08,2018.08.08,2018.08.08,87256,,88.0,,,,,,,,,,ZBTJ-2018-022
ZBTJ/2018/023,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080840483,2018.08.08,,2018.08.08,ZBTJ-2018-023,2018-08-08,2018.08.08,2018.08.08,40483,,89.0,,,,,,,,,,ZBTJ-2018-023
ZBTJ/2018/025,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080857893,2018.08.08,,2018.08.08,ZBTJ-2018-025,2018-08-08,2018.08.08,2018.08.08,57893,,90.0,,,,,,,,,,ZBTJ-2018-025
ZBTJ/2018/027,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080817846,2018.08.08,,2018.08.08,ZBTJ-2018-027,2018-08-08,2018.08.08,2018.08.08,17846,,91.0,,,,,,,,,,ZBTJ-2018-027
ZBTJ/2018/036,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080869496,2018.08.08,,2018.08.08,ZBTJ-2018-036,2018-08-08,2018.08.08,2018.08.08,69496,,92.0,,,,,,,,,,ZBTJ-2018-036
ZBTJ/2018/053,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080859691,2018.08.08,,2018.08.08,ZBTJ-2018-053,2018-08-08,2018.08.08,2018.08.08,59691,,93.0,,,,,,,,,,ZBTJ-2018-053
ZBTJ/2018/058,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080813801,2018.08.08,,2018.08.08,ZBTJ-2018-058,2018-08-08,2018.08.08,2018.08.08,13801,,94.0,,,,,,,,,,ZBTJ-2018-058
ZBTJ/2018/070,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080834476,2018.08.08,,2018.08.08,ZBTJ-2018-070,2018-08-08,2018.08.08,2018.08.08,34476,,95.0,,,,,,,,,,ZBTJ-2018-070
ZBTJ/2018/071,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080853375,2018.08.08,,2018.08.08,ZBTJ-2018-071,2018-08-08,2018.08.08,2018.08.08,53375,,96.0,,,,,,,,,,ZBTJ-2018-071
ZBTJ/2018/079,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080855092,2018.08.08,,2018.08.08,ZBTJ-2018-079,2018-08-08,2018.08.08,2018.08.08,55092,,97.0,,,,,,,,,,ZBTJ-2018-079
ZBTJ/2018/085,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080867325,2018.08.08,,2018.08.08,ZBTJ-2018-085,2018-08-08,2018.08.08,2018.08.08,67325,,98.0,,,,,,,,,,ZBTJ-2018-085
ZBTJ/2018/095,飞鸟残骸鉴定（常规）,天津滨海国际机场,2018.08.08,SEQ2018080887078,2018.08.08,,2018.08.08,ZBTJ-2018-095,2018-08-08,2018.08.08,2018.08.08,87078,,99.0,,,,,,,,,,ZBTJ-2018-095
JYCS2018-02,飞鸟残骸鉴定（常规）,揭阳潮汕机场,2018.08.02,SEQ2018080231667,2018.08.02,,2018.08.02,JYCS2018-02,2018-08-02,2018.08.02,2018.08.02,31667,春秋航空9C9700,100.0,,,,,,,,,,JYCS2018-02
ZHCC-2018006,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.07.3,SEQ2018082230499,2018.08.22,,2018.08.22,ZHCC-2018006,2018-08-22,2018.08.22,2018.08.22,30499,天津航空GS6545,101.0,,,,,,,,,,ZHCC-2018006
ZHCC-2018007,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.07.3,SEQ2018082252021,2018.08.22,,2018.08.22,ZHCC-2018007,2018-08-22,2018.08.22,2018.08.22,52021,南方航空B5238,102.0,,,,,,,,,,ZHCC-2018007
ZHCC-2018008,飞鸟残骸鉴定（常规）,郑州新郑国际机场场道管理部鸟击防范室,2018.07.3,SEQ2018082273021,2018.08.22,,2018.08.22,ZHCC-2018008,2018-08-22,2018.08.22,2018.08.22,73021,厦门航空MF8244,103.0,,,,,,,,,,ZHCC-2018008
