sample_code_x,detection_items,department,order_date,order_num,report_date,conclusion,receive_date,sample_code_format,infer_receive_date,create_time,sample_date,random_num_x,event_flight,id,Unnamed: 0,date,code,gene_name,file_name,path,sample_code_y,random_num_y,data_num,sample_code
20210407-0-003,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041139424,2021.04.11,,2021.04.11,20210407-0-003,2021-04-11,2021.04.11,2021.04.11,39424,GX8834,1904.0,2353.0,20210403.0,20210407-0-003,cytb,20210407-0-003_L14995-H16065_C3571.L14995.W104130247.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/Cytb/良好/20210407-0-003_L14995-H16065_C3571.L14995.W104130247.seq,20210407-0-003,88408.0,20210407-0-003cytb2021040388408,20210407-0-003
20210407-0-004,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041136338,2021.04.11,,2021.04.11,20210407-0-004,2021-04-11,2021.04.11,2021.04.11,36338,CZ3910,1905.0,2322.0,20210403.0,20210407-0-004,COI-1,20210407-0-004_COI-1_C3571.COI-1-bird-F.W104130250.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/COI-1/良好/20210407-0-004_COI-1_C3571.COI-1-bird-F.W104130250.seq,20210407-0-004,79498.0,20210407-0-004COI-12021040379498,20210407-0-004
20210407-0-004,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041136338,2021.04.11,,2021.04.11,20210407-0-004,2021-04-11,2021.04.11,2021.04.11,36338,CZ3910,1905.0,2351.0,20210403.0,20210407-0-004,cytb,20210407-0-004_L14995-H16065_C3571.L14995.W104130253.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/Cytb/良好/20210407-0-004_L14995-H16065_C3571.L14995.W104130253.seq,20210407-0-004,83863.0,20210407-0-004cytb2021040383863,20210407-0-004
20210407-0-005,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041191019,2021.04.11,,2021.04.11,20210407-0-005,2021-04-11,2021.04.11,2021.04.11,91019,GX8892,1906.0,2321.0,20210403.0,20210407-0-005,COI-1,20210407-0-005_COI-1_C3571.COI-1-bird-F.W104130256.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/COI-1/良好/20210407-0-005_COI-1_C3571.COI-1-bird-F.W104130256.seq,20210407-0-005,17320.0,20210407-0-005COI-12021040317320,20210407-0-005
20210407-0-006,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041119035,2021.04.11,,2021.04.11,20210407-0-006,2021-04-11,2021.04.11,2021.04.11,19035,HU7153,1907.0,2333.0,20210403.0,20210407-0-006,COI-1,20210407-0-006_COI-1_C3571.COI-1-bird-F.W104130262.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/COI-1/良好/20210407-0-006_COI-1_C3571.COI-1-bird-F.W104130262.seq,20210407-0-006,63615.0,20210407-0-006COI-12021040363615,20210407-0-006
20210407-0-006,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041119035,2021.04.11,,2021.04.11,20210407-0-006,2021-04-11,2021.04.11,2021.04.11,19035,HU7153,1907.0,2347.0,20210403.0,20210407-0-006,cytb,20210407-0-006_L14995-H16065_C3571.L14995.W104130265.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/Cytb/良好/20210407-0-006_L14995-H16065_C3571.L14995.W104130265.seq,20210407-0-006,54387.0,20210407-0-006cytb2021040354387,20210407-0-006
20210407-0-007,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041125265,2021.04.11,,2021.04.11,20210407-0-007,2021-04-11,2021.04.11,2021.04.11,25265,GT1059,1908.0,2331.0,20210403.0,20210407-0-007,COI-1,20210407-0-007_COI-1_C3571.COI-1-bird-F.W104130268.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/COI-1/良好/20210407-0-007_COI-1_C3571.COI-1-bird-F.W104130268.seq,20210407-0-007,90117.0,20210407-0-007COI-12021040390117,20210407-0-007
20210407-0-007,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041125265,2021.04.11,,2021.04.11,20210407-0-007,2021-04-11,2021.04.11,2021.04.11,25265,GT1059,1908.0,2352.0,20210403.0,20210407-0-007,cytb,20210407-0-007_L14995-H16065_C3571.L14995.W104130271.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/Cytb/良好/20210407-0-007_L14995-H16065_C3571.L14995.W104130271.seq,20210407-0-007,35034.0,20210407-0-007cytb2021040335034,20210407-0-007
20210407-0-008,飞鸟残骸鉴定（常规）,南宁吴圩国际机场,2021.04.09,SEQ2021041172082,2021.04.11,,2021.04.11,20210407-0-008,2021-04-11,2021.04.11,2021.04.11,72082,CZ8220,1909.0,2350.0,20210403.0,20210407-0-008,cytb,20210407-0-008_L14995-H16065_C3571.L14995.W104130276.seq,bird_strike/20210403&0409南宁机场8个&北京大兴机场15个检测结果/测序结果/Cytb/良好/20210407-0-008_L14995-H16065_C3571.L14995.W104130276.seq,20210407-0-008,60034.0,20210407-0-008cytb2021040360034,20210407-0-008
ZBAD2021-32,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041965453,2021.04.19,,2021.04.19,ZBAD2021-32,2021-04-19,2021.04.19,2021.04.19,65453,CZ6187,1910.0,391.0,20210416.0,ZBAD,COI-1,ZBAD2021-32_COI-1_C3601.COI-1-bird-F.W104201235.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-32_COI-1_C3601.COI-1-bird-F.W104201235.seq,ZBAD2021-32,41564.0,ZBADCOI-12021041641564,ZBAD2021-32
ZBAD2021-32,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041965453,2021.04.19,,2021.04.19,ZBAD2021-32,2021-04-19,2021.04.19,2021.04.19,65453,CZ6187,1910.0,404.0,20210416.0,ZBAD,cytb,ZBAD2021-32_L14995-H16065_C3601.L14995.W104201230.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-32_L14995-H16065_C3601.L14995.W104201230.seq,ZBAD2021-32,16985.0,ZBADcytb2021041616985,ZBAD2021-32
ZBAD2021-33,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041994002,2021.04.19,,2021.04.19,ZBAD2021-33,2021-04-19,2021.04.19,2021.04.19,94002,CZ8886,1911.0,392.0,20210416.0,ZBAD,COI-1,ZBAD2021-33_COI-1_C3601.COI-1-bird-F.W104201243.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-33_COI-1_C3601.COI-1-bird-F.W104201243.seq,ZBAD2021-33,48288.0,ZBADCOI-12021041648288,ZBAD2021-33
ZBAD2021-33,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041994002,2021.04.19,,2021.04.19,ZBAD2021-33,2021-04-19,2021.04.19,2021.04.19,94002,CZ8886,1911.0,408.0,20210416.0,ZBAD,cytb,ZBAD2021-33_L14995-H16065_C3601.L14995.W104201238.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-33_L14995-H16065_C3601.L14995.W104201238.seq,ZBAD2021-33,94546.0,ZBADcytb2021041694546,ZBAD2021-33
ZBAD2021-34,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041957840,2021.04.19,,2021.04.19,ZBAD2021-34,2021-04-19,2021.04.19,2021.04.19,57840,JD5182,1912.0,397.0,20210416.0,ZBAD,COI-1,ZBAD2021-34_COI-1_C3601.COI-1-bird-F.W104201250.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-34_COI-1_C3601.COI-1-bird-F.W104201250.seq,ZBAD2021-34,68546.0,ZBADCOI-12021041668546,ZBAD2021-34
ZBAD2021-34,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041957840,2021.04.19,,2021.04.19,ZBAD2021-34,2021-04-19,2021.04.19,2021.04.19,57840,JD5182,1912.0,405.0,20210416.0,ZBAD,cytb,ZBAD2021-34_L14995-H16065_C3601.L14995.W104201246.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-34_L14995-H16065_C3601.L14995.W104201246.seq,ZBAD2021-34,20417.0,ZBADcytb2021041620417,ZBAD2021-34
ZBAD2021-35,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041970145,2021.04.19,,2021.04.19,ZBAD2021-35,2021-04-19,2021.04.19,2021.04.19,70145,CZ3999,1913.0,389.0,20210416.0,ZBAD,COI-1,ZBAD2021-35_COI-1_C3601.COI-1-bird-F.W104201256.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-35_COI-1_C3601.COI-1-bird-F.W104201256.seq,ZBAD2021-35,23572.0,ZBADCOI-12021041623572,ZBAD2021-35
ZBAD2021-35,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041970145,2021.04.19,,2021.04.19,ZBAD2021-35,2021-04-19,2021.04.19,2021.04.19,70145,CZ3999,1913.0,418.0,20210416.0,ZBAD,cytb,ZBAD2021-35_L14995-H16065_C3601.L14995.W104201252.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-35_L14995-H16065_C3601.L14995.W104201252.seq,ZBAD2021-35,56258.0,ZBADcytb2021041656258,ZBAD2021-35
ZBAD2021-36,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041954901,2021.04.19,,2021.04.19,ZBAD2021-36,2021-04-19,2021.04.19,2021.04.19,54901,CZ3260,1914.0,402.0,20210416.0,ZBAD,COI-1,ZBAD2021-36_COI-1_C3601.COI-1-bird-F.W104201260.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-36_COI-1_C3601.COI-1-bird-F.W104201260.seq,ZBAD2021-36,90043.0,ZBADCOI-12021041690043,ZBAD2021-36
ZBAD2021-36,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041954901,2021.04.19,,2021.04.19,ZBAD2021-36,2021-04-19,2021.04.19,2021.04.19,54901,CZ3260,1914.0,416.0,20210416.0,ZBAD,cytb,ZBAD2021-36_L14995-H16065_C3601.L14995.W104201258.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-36_L14995-H16065_C3601.L14995.W104201258.seq,ZBAD2021-36,57024.0,ZBADcytb2021041657024,ZBAD2021-36
ZBAD2021-37,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041928464,2021.04.19,,2021.04.19,ZBAD2021-37,2021-04-19,2021.04.19,2021.04.19,28464,NF8350,1915.0,412.0,20210416.0,ZBAD,cytb,ZBAD2021-37_L14995-H16065_C3601.L14995.W104201262.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-37_L14995-H16065_C3601.L14995.W104201262.seq,ZBAD2021-37,40496.0,ZBADcytb2021041640496,ZBAD2021-37
ZBAD2021-38,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041974520,2021.04.19,,2021.04.19,ZBAD2021-38,2021-04-19,2021.04.19,2021.04.19,74520,KN5856,1916.0,398.0,20210416.0,ZBAD,COI-1,ZBAD2021-38_COI-1_C3601.COI-1-bird-F.W104201268.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-38_COI-1_C3601.COI-1-bird-F.W104201268.seq,ZBAD2021-38,43866.0,ZBADCOI-12021041643866,ZBAD2021-38
ZBAD2021-38,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041974520,2021.04.19,,2021.04.19,ZBAD2021-38,2021-04-19,2021.04.19,2021.04.19,74520,KN5856,1916.0,410.0,20210416.0,ZBAD,cytb,ZBAD2021-38_L14995-H16065_C3601.L14995.W104201266.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-38_L14995-H16065_C3601.L14995.W104201266.seq,ZBAD2021-38,48943.0,ZBADcytb2021041648943,ZBAD2021-38
ZBAD2021-39,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041913871,2021.04.19,,2021.04.19,ZBAD2021-39,2021-04-19,2021.04.19,2021.04.19,13871,KN2280,1917.0,401.0,20210416.0,ZBAD,COI-1,ZBAD2021-39_COI-1_C3601.COI-1-bird-F.W104201272.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-39_COI-1_C3601.COI-1-bird-F.W104201272.seq,ZBAD2021-39,80496.0,ZBADCOI-12021041680496,ZBAD2021-39
ZBAD2021-39,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041913871,2021.04.19,,2021.04.19,ZBAD2021-39,2021-04-19,2021.04.19,2021.04.19,13871,KN2280,1917.0,411.0,20210416.0,ZBAD,cytb,ZBAD2021-39_L14995-H16065_C3601.L14995.W104201270.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-39_L14995-H16065_C3601.L14995.W104201270.seq,ZBAD2021-39,79745.0,ZBADcytb2021041679745,ZBAD2021-39
ZBAD2021-40,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041976579,2021.04.19,,2021.04.19,ZBAD2021-40,2021-04-19,2021.04.19,2021.04.19,76579,CZ3137,1918.0,388.0,20210416.0,ZBAD,COI-1,ZBAD2021-40_COI-1_C3601.COI-1-bird-F.W104201236.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-40_COI-1_C3601.COI-1-bird-F.W104201236.seq,ZBAD2021-40,40620.0,ZBADCOI-12021041640620,ZBAD2021-40
ZBAD2021-40,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041976579,2021.04.19,,2021.04.19,ZBAD2021-40,2021-04-19,2021.04.19,2021.04.19,76579,CZ3137,1918.0,414.0,20210416.0,ZBAD,cytb,ZBAD2021-40_L14995-H16065_C3601.L14995.W104201231.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-40_L14995-H16065_C3601.L14995.W104201231.seq,ZBAD2021-40,69322.0,ZBADcytb2021041669322,ZBAD2021-40
ZBAD2021-41,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041916863,2021.04.19,,2021.04.19,ZBAD2021-41,2021-04-19,2021.04.19,2021.04.19,16863,MU9739,1919.0,387.0,20210416.0,ZBAD,COI-1,ZBAD2021-41_COI-1_C3601.COI-1-bird-F.W104201244.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-41_COI-1_C3601.COI-1-bird-F.W104201244.seq,ZBAD2021-41,65921.0,ZBADCOI-12021041665921,ZBAD2021-41
ZBAD2021-41,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041916863,2021.04.19,,2021.04.19,ZBAD2021-41,2021-04-19,2021.04.19,2021.04.19,16863,MU9739,1919.0,406.0,20210416.0,ZBAD,cytb,ZBAD2021-41_L14995-H16065_C3601.L14995.W104201239.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-41_L14995-H16065_C3601.L14995.W104201239.seq,ZBAD2021-41,56842.0,ZBADcytb2021041656842,ZBAD2021-41
ZBAD2021-42,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041936555,2021.04.19,,2021.04.19,ZBAD2021-42,2021-04-19,2021.04.19,2021.04.19,36555,CZ6599,1920.0,390.0,20210416.0,ZBAD,COI-1,ZBAD2021-42_COI-1_C3601.COI-1-bird-F.W104201251.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-42_COI-1_C3601.COI-1-bird-F.W104201251.seq,ZBAD2021-42,59282.0,ZBADCOI-12021041659282,ZBAD2021-42
ZBAD2021-42,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041936555,2021.04.19,,2021.04.19,ZBAD2021-42,2021-04-19,2021.04.19,2021.04.19,36555,CZ6599,1920.0,409.0,20210416.0,ZBAD,cytb,ZBAD2021-42_L14995-H16065_C3601.L14995.W104201247.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-42_L14995-H16065_C3601.L14995.W104201247.seq,ZBAD2021-42,92287.0,ZBADcytb2021041692287,ZBAD2021-42
ZBAD2021-43,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041917802,2021.04.19,,2021.04.19,ZBAD2021-43,2021-04-19,2021.04.19,2021.04.19,17802,KN5812,1921.0,393.0,20210416.0,ZBAD,COI-1,ZBAD2021-43_COI-1_C3601.COI-1-bird-F.W104201257.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-43_COI-1_C3601.COI-1-bird-F.W104201257.seq,ZBAD2021-43,89328.0,ZBADCOI-12021041689328,ZBAD2021-43
ZBAD2021-43,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041917802,2021.04.19,,2021.04.19,ZBAD2021-43,2021-04-19,2021.04.19,2021.04.19,17802,KN5812,1921.0,420.0,20210416.0,ZBAD,cytb,ZBAD2021-43_L14995-H16065_C3601.L14995.W104201253.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-43_L14995-H16065_C3601.L14995.W104201253.seq,ZBAD2021-43,76512.0,ZBADcytb2021041676512,ZBAD2021-43
ZBAD2021-44,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041943159,2021.04.19,,2021.04.19,ZBAD2021-44,2021-04-19,2021.04.19,2021.04.19,43159,NS8026,1922.0,396.0,20210416.0,ZBAD,COI-1,ZBAD2021-44_COI-1_C3601.COI-1-bird-F.W104201261.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-44_COI-1_C3601.COI-1-bird-F.W104201261.seq,ZBAD2021-44,28907.0,ZBADCOI-12021041628907,ZBAD2021-44
ZBAD2021-44,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041943159,2021.04.19,,2021.04.19,ZBAD2021-44,2021-04-19,2021.04.19,2021.04.19,43159,NS8026,1922.0,403.0,20210416.0,ZBAD,cytb,ZBAD2021-44_L14995-H16065_C3601.L14995.W104201259.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-44_L14995-H16065_C3601.L14995.W104201259.seq,ZBAD2021-44,68485.0,ZBADcytb2021041668485,ZBAD2021-44
ZBAD2021-45,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041959153,2021.04.19,,2021.04.19,ZBAD2021-45,2021-04-19,2021.04.19,2021.04.19,59153,NS8018,1923.0,413.0,20210416.0,ZBAD,cytb,ZBAD2021-45_L14995-H16065_C3601.L14995.W104201263.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-45_L14995-H16065_C3601.L14995.W104201263.seq,ZBAD2021-45,45312.0,ZBADcytb2021041645312,ZBAD2021-45
ZBAD2021-46,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041990041,2021.04.19,,2021.04.19,ZBAD2021-46,2021-04-19,2021.04.19,2021.04.19,90041,CZ6713,1924.0,395.0,20210416.0,ZBAD,COI-1,ZBAD2021-46_COI-1_C3601.COI-1-bird-F.W104201269.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-46_COI-1_C3601.COI-1-bird-F.W104201269.seq,ZBAD2021-46,28842.0,ZBADCOI-12021041628842,ZBAD2021-46
ZBAD2021-46,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041990041,2021.04.19,,2021.04.19,ZBAD2021-46,2021-04-19,2021.04.19,2021.04.19,90041,CZ6713,1924.0,415.0,20210416.0,ZBAD,cytb,ZBAD2021-46_L14995-H16065_C3601.L14995.W104201267.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-46_L14995-H16065_C3601.L14995.W104201267.seq,ZBAD2021-46,52868.0,ZBADcytb2021041652868,ZBAD2021-46
ZBAD2021-47,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041988546,2021.04.19,,2021.04.19,ZBAD2021-47,2021-04-19,2021.04.19,2021.04.19,88546,NU9707,1925.0,394.0,20210416.0,ZBAD,COI-1,ZBAD2021-47_COI-1_C3601.COI-1-bird-F.W104201273.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-47_COI-1_C3601.COI-1-bird-F.W104201273.seq,ZBAD2021-47,12861.0,ZBADCOI-12021041612861,ZBAD2021-47
ZBAD2021-47,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041988546,2021.04.19,,2021.04.19,ZBAD2021-47,2021-04-19,2021.04.19,2021.04.19,88546,NU9707,1925.0,419.0,20210416.0,ZBAD,cytb,ZBAD2021-47_L14995-H16065_C3601.L14995.W104201271.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-47_L14995-H16065_C3601.L14995.W104201271.seq,ZBAD2021-47,28275.0,ZBADcytb2021041628275,ZBAD2021-47
ZBAD2021-48,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041934991,2021.04.19,,2021.04.19,ZBAD2021-48,2021-04-19,2021.04.19,2021.04.19,34991,KN2226,1926.0,399.0,20210416.0,ZBAD,COI-1,ZBAD2021-48_COI-1_C3601.COI-1-bird-F.W104201237.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-48_COI-1_C3601.COI-1-bird-F.W104201237.seq,ZBAD2021-48,22584.0,ZBADCOI-12021041622584,ZBAD2021-48
ZBAD2021-48,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041934991,2021.04.19,,2021.04.19,ZBAD2021-48,2021-04-19,2021.04.19,2021.04.19,34991,KN2226,1926.0,417.0,20210416.0,ZBAD,cytb,ZBAD2021-48_L14995-H16065_C3601.L14995.W104201232.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-48_L14995-H16065_C3601.L14995.W104201232.seq,ZBAD2021-48,62489.0,ZBADcytb2021041662489,ZBAD2021-48
ZBAD2021-49,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041978893,2021.04.19,,2021.04.19,ZBAD2021-49,2021-04-19,2021.04.19,2021.04.19,78893,KN2922,1927.0,400.0,20210416.0,ZBAD,COI-1,ZBAD2021-49_COI-1_C3601.COI-1-bird-F.W104201245.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/COI-1/ZBAD2021-49_COI-1_C3601.COI-1-bird-F.W104201245.seq,ZBAD2021-49,11393.0,ZBADCOI-12021041611393,ZBAD2021-49
ZBAD2021-49,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.16,SEQ2021041978893,2021.04.19,,2021.04.19,ZBAD2021-49,2021-04-19,2021.04.19,2021.04.19,78893,KN2922,1927.0,407.0,20210416.0,ZBAD,cytb,ZBAD2021-49_L14995-H16065_C3601.L14995.W104201240.seq,bird_strike/20210416北京大兴机场18个检测结果/测序结果/Cytb/ZBAD2021-49_L14995-H16065_C3601.L14995.W104201240.seq,ZBAD2021-49,22642.0,ZBADcytb2021041622642,ZBAD2021-49
ZSHC/2021/09,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2021.04.2,SEQ2021042273025,2021.04.22,,2021.04.22,ZSHC-2021-09,2021-04-22,2021.04.22,2021.04.22,73025,MU5495,1928.0,2260.0,20210420.0,ZSHC,COI-1,ZSHC-2021-09_COI-1_C3625.COI-1-bird-F.W104260859.seq,bird_strike/20210420&0422萧山机场2个&北京大兴机场9个检测结果/测序结果/COI-1/ZSHC-2021-09_COI-1_C3625.COI-1-bird-F.W104260859.seq,ZSHC-2021-09,28397.0,ZSHCCOI-12021042028397,ZSHC-2021-09
ZSHC/2021/09,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2021.04.2,SEQ2021042273025,2021.04.22,,2021.04.22,ZSHC-2021-09,2021-04-22,2021.04.22,2021.04.22,73025,MU5495,1928.0,2272.0,20210420.0,ZSHC,cytb,ZSHC-2021-09_L14995-H16065_C3625.L14995.W104260857.seq,bird_strike/20210420&0422萧山机场2个&北京大兴机场9个检测结果/测序结果/Cytb/良好/ZSHC-2021-09_L14995-H16065_C3625.L14995.W104260857.seq,ZSHC-2021-09,36698.0,ZSHCcytb2021042036698,ZSHC-2021-09
ZSHC/2021/10,飞鸟残骸鉴定（常规）,杭州萧山国际机场,2021.04.22,SEQ2021042448539,2021.04.24,,2021.04.24,ZSHC-2021-10,2021-04-24,2021.04.24,2021.04.24,48539,CA1744,1929.0,,,,,,,,,,ZSHC-2021-10
ZBAD2021-50,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.19,SEQ2021042273212,2021.04.22,,2021.04.22,ZBAD2021-50,2021-04-22,2021.04.22,2021.04.22,73212,CA8644,1930.0,2264.0,20210420.0,ZBAD,COI-1,ZBAD2021-50_COI-1_C3625.COI-1-bird-F.W104270608.seq,bird_strike/20210420&0422萧山机场2个&北京大兴机场9个检测结果/测序结果/COI-1/ZBAD2021-50_COI-1_C3625.COI-1-bird-F.W104270608.seq,ZBAD2021-50,39393.0,ZBADCOI-12021042039393,ZBAD2021-50
ZBAD2021-50,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.19,SEQ2021042273212,2021.04.22,,2021.04.22,ZBAD2021-50,2021-04-22,2021.04.22,2021.04.22,73212,CA8644,1930.0,2270.0,20210420.0,ZBAD,cytb,ZBAD2021-50_L14995-H16065_C3625.L14995.W104260869.seq,bird_strike/20210420&0422萧山机场2个&北京大兴机场9个检测结果/测序结果/Cytb/良好/ZBAD2021-50_L14995-H16065_C3625.L14995.W104260869.seq,ZBAD2021-50,16347.0,ZBADcytb2021042016347,ZBAD2021-50
ZBAD2021-51,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.19,SEQ2021042263775,2021.04.22,,2021.04.22,ZBAD2021-51,2021-04-22,2021.04.22,2021.04.22,63775,MF8350,1931.0,2262.0,20210420.0,ZBAD,COI-1,ZBAD2021-51_COI-1_C3625.COI-1-bird-F.W104260876.seq,bird_strike/20210420&0422萧山机场2个&北京大兴机场9个检测结果/测序结果/COI-1/ZBAD2021-51_COI-1_C3625.COI-1-bird-F.W104260876.seq,ZBAD2021-51,15158.0,ZBADCOI-12021042015158,ZBAD2021-51
ZBAD2021-51,飞鸟残骸鉴定（常规）,北京大兴国际机场,2021.04.19,SEQ2021042263775,2021.04.22,,2021.04.22,ZBAD2021-51,2021-04-22,2021.04.22,2021.04.22,63775,MF8350,1931.0,2268.0,20210420.0,ZBAD,cytb,ZBAD2021-51_L14995-H16065_C3625.L14995.W104260875.seq,bird_strike/20210420&0422萧山机场2个&北京大兴机场9个检测结果/测序结果/Cytb/良好/ZBAD2021-51_L14995-H16065_C3625.L14995.W104260875.seq,ZBAD2021-51,92736.0,ZBADcytb2021042092736,ZBAD2021-51
