sample_code_x,detection_items,department,order_date,order_num,report_date,conclusion,receive_date,sample_code_format,infer_receive_date,create_time,sample_date,random_num_x,event_flight,id,Unnamed: 0,date,code,gene_name,file_name,path,sample_code_y,random_num_y,data_num
ZBAD2020-256,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092362491,2020.09.23,,2020.09.23,ZBAD2020-256,2020-09-23,2020.09.23,2020.09.23,62491,KN5228,1521,259,20200825,KN,COI-1,KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,KN5228,49041,KNCOI-12020082549041
ZBAD2020-256,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092362491,2020.09.23,,2020.09.23,ZBAD2020-256,2020-09-23,2020.09.23,2020.09.23,62491,KN5228,1521,277,20200825,KN,cytb,KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,KN5228,53627,KNcytb2020082553627
ZBAD2020-256,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092362491,2020.09.23,,2020.09.23,ZBAD2020-256,2020-09-23,2020.09.23,2020.09.23,62491,KN5228,1521,611,20200526,KN,cytb,KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,KN5228,10682,KNcytb2020052610682
ZBAD2020-256,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092362491,2020.09.23,,2020.09.23,ZBAD2020-256,2020-09-23,2020.09.23,2020.09.23,62491,KN5228,1521,1554,20200905,KN,cytb,KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,KN5228,16178,KNcytb2020090516178
ZBAD2020-256,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092362491,2020.09.23,,2020.09.23,ZBAD2020-256,2020-09-23,2020.09.23,2020.09.23,62491,KN5228,1521,1606,20200905,KN,COI-1,KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,KN5228,60051,KNCOI-12020090560051
ZBAD2020-256,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092362491,2020.09.23,,2020.09.23,ZBAD2020-256,2020-09-23,2020.09.23,2020.09.23,62491,KN5228,1521,1880,20200910,KN,cytb,KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,KN5228,97134,KNcytb2020091097134
ZBAD2020-256,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092362491,2020.09.23,,2020.09.23,ZBAD2020-256,2020-09-23,2020.09.23,2020.09.23,62491,KN5228,1521,1898,20200910,KN,COI-1,KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,KN5228,23948,KNCOI-12020091023948
ZBAD2020-381,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101519085,2020.10.15,,2020.10.15,ZBAD2020-381,2020-10-15,2020.10.15,2020.10.15,19085,KN5228,1681,259,20200825,KN,COI-1,KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,KN5228,49041,KNCOI-12020082549041
ZBAD2020-381,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101519085,2020.10.15,,2020.10.15,ZBAD2020-381,2020-10-15,2020.10.15,2020.10.15,19085,KN5228,1681,277,20200825,KN,cytb,KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,KN5228,53627,KNcytb2020082553627
ZBAD2020-381,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101519085,2020.10.15,,2020.10.15,ZBAD2020-381,2020-10-15,2020.10.15,2020.10.15,19085,KN5228,1681,611,20200526,KN,cytb,KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,KN5228,10682,KNcytb2020052610682
ZBAD2020-381,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101519085,2020.10.15,,2020.10.15,ZBAD2020-381,2020-10-15,2020.10.15,2020.10.15,19085,KN5228,1681,1554,20200905,KN,cytb,KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,KN5228,16178,KNcytb2020090516178
ZBAD2020-381,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101519085,2020.10.15,,2020.10.15,ZBAD2020-381,2020-10-15,2020.10.15,2020.10.15,19085,KN5228,1681,1606,20200905,KN,COI-1,KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,KN5228,60051,KNCOI-12020090560051
ZBAD2020-381,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101519085,2020.10.15,,2020.10.15,ZBAD2020-381,2020-10-15,2020.10.15,2020.10.15,19085,KN5228,1681,1880,20200910,KN,cytb,KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,KN5228,97134,KNcytb2020091097134
ZBAD2020-381,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101519085,2020.10.15,,2020.10.15,ZBAD2020-381,2020-10-15,2020.10.15,2020.10.15,19085,KN5228,1681,1898,20200910,KN,COI-1,KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,KN5228,23948,KNCOI-12020091023948
ZBAD2020-409,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102620076,2020.10.26,,2020.10.26,ZBAD2020-409,2020-10-26,2020.10.26,2020.10.26,20076,KN5228,1718,259,20200825,KN,COI-1,KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,KN5228,49041,KNCOI-12020082549041
ZBAD2020-409,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102620076,2020.10.26,,2020.10.26,ZBAD2020-409,2020-10-26,2020.10.26,2020.10.26,20076,KN5228,1718,277,20200825,KN,cytb,KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,KN5228,53627,KNcytb2020082553627
ZBAD2020-409,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102620076,2020.10.26,,2020.10.26,ZBAD2020-409,2020-10-26,2020.10.26,2020.10.26,20076,KN5228,1718,611,20200526,KN,cytb,KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,KN5228,10682,KNcytb2020052610682
ZBAD2020-409,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102620076,2020.10.26,,2020.10.26,ZBAD2020-409,2020-10-26,2020.10.26,2020.10.26,20076,KN5228,1718,1554,20200905,KN,cytb,KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,KN5228,16178,KNcytb2020090516178
ZBAD2020-409,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102620076,2020.10.26,,2020.10.26,ZBAD2020-409,2020-10-26,2020.10.26,2020.10.26,20076,KN5228,1718,1606,20200905,KN,COI-1,KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,KN5228,60051,KNCOI-12020090560051
ZBAD2020-409,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102620076,2020.10.26,,2020.10.26,ZBAD2020-409,2020-10-26,2020.10.26,2020.10.26,20076,KN5228,1718,1880,20200910,KN,cytb,KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,KN5228,97134,KNcytb2020091097134
ZBAD2020-409,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102620076,2020.10.26,,2020.10.26,ZBAD2020-409,2020-10-26,2020.10.26,2020.10.26,20076,KN5228,1718,1898,20200910,KN,COI-1,KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,KN5228,23948,KNCOI-12020091023948
ZBAD2020-418,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102674400,2020.10.26,,2020.10.26,ZBAD2020-418,2020-10-26,2020.10.26,2020.10.26,74400,KN5228,1727,259,20200825,KN,COI-1,KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5228_COI-1_C2790.COI-1-bird-F.PW009030659.seq,KN5228,49041,KNCOI-12020082549041
ZBAD2020-418,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102674400,2020.10.26,,2020.10.26,ZBAD2020-418,2020-10-26,2020.10.26,2020.10.26,74400,KN5228,1727,277,20200825,KN,cytb,KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5228_L14995-H16065_C2790.L14995.PW009030757.seq,KN5228,53627,KNcytb2020082553627
ZBAD2020-418,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102674400,2020.10.26,,2020.10.26,ZBAD2020-418,2020-10-26,2020.10.26,2020.10.26,74400,KN5228,1727,611,20200526,KN,cytb,KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2368.L14995.PW006030164.seq,KN5228,10682,KNcytb2020052610682
ZBAD2020-418,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102674400,2020.10.26,,2020.10.26,ZBAD2020-418,2020-10-26,2020.10.26,2020.10.26,74400,KN5228,1727,1554,20200905,KN,cytb,KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2842.L14995.PW009170210.seq,KN5228,16178,KNcytb2020090516178
ZBAD2020-418,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102674400,2020.10.26,,2020.10.26,ZBAD2020-418,2020-10-26,2020.10.26,2020.10.26,74400,KN5228,1727,1606,20200905,KN,COI-1,KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2842.COI-1-bird-F.PW009170146.seq,KN5228,60051,KNCOI-12020090560051
ZBAD2020-418,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102674400,2020.10.26,,2020.10.26,ZBAD2020-418,2020-10-26,2020.10.26,2020.10.26,74400,KN5228,1727,1880,20200910,KN,cytb,KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/cytb/良好/KN5228_L14995-H16065_C2843.L14995.PW009170274.seq,KN5228,97134,KNcytb2020091097134
ZBAD2020-418,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102674400,2020.10.26,,2020.10.26,ZBAD2020-418,2020-10-26,2020.10.26,2020.10.26,74400,KN5228,1727,1898,20200910,KN,COI-1,KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/COI-1/良好/KN5228_COI-1_C2843.COI-1-bird-F.PW009170231.seq,KN5228,23948,KNCOI-12020091023948
CS6945,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060152101,2020.06.01,,2020.06.01,CS6945,2020-06-01,2020.06.01,2020.06.01,52101,CS6945,1105,620,20200526,CS,COI-1,CS6945_COI-1_C2368.COI-1-bird-F.PW006030161.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/CS6945_COI-1_C2368.COI-1-bird-F.PW006030161.seq,CS6945,74416,CSCOI-12020052674416
KN5616,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060161178,2020.06.01,,2020.06.01,KN5616,2020-06-01,2020.06.01,2020.06.01,61178,KN5616,1107,610,20200526,KN,cytb,KN5616_L14995-H16065_C2368.L14995.PW006030166.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5616_L14995-H16065_C2368.L14995.PW006030166.seq,KN5616,29422,KNcytb2020052629422
KN5616,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060161178,2020.06.01,,2020.06.01,KN5616,2020-06-01,2020.06.01,2020.06.01,61178,KN5616,1107,619,20200526,KN,COI-1,KN5616_COI-1_C2368.COI-1-bird-F.PW006030165.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/KN5616_COI-1_C2368.COI-1-bird-F.PW006030165.seq,KN5616,95465,KNCOI-12020052695465
NS8032,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060125991,2020.06.01,,2020.06.01,NS8032,2020-06-01,2020.06.01,2020.06.01,25991,NS8032,1108,613,20200526,NS,cytb,NS8032_L14995-H16065_C2368.L14995.PW006030168.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/NS8032_L14995-H16065_C2368.L14995.PW006030168.seq,NS8032,39098,NScytb2020052639098
NS8032,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060125991,2020.06.01,,2020.06.01,NS8032,2020-06-01,2020.06.01,2020.06.01,25991,NS8032,1108,2566,20200825,NS,cytb,NS8032_L14995-H16065_C2777.L14995.PW009022105.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/Cytb/良好/NS8032_L14995-H16065_C2777.L14995.PW009022105.seq,NS8032,77566,NScytb2020082577566
MF8141,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060154402,2020.06.01,,2020.06.01,MF8141,2020-06-01,2020.06.01,2020.06.01,54402,MF8141,1109,612,20200526,MF,cytb,MF8141_L14995-H16065_C2368.L14995.PW006030170.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/MF8141_L14995-H16065_C2368.L14995.PW006030170.seq,MF8141,59565,MFcytb2020052659565
MF8141,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060154402,2020.06.01,,2020.06.01,MF8141,2020-06-01,2020.06.01,2020.06.01,54402,MF8141,1109,617,20200526,MF,COI-1,MF8141_COI-1_C2368.COI-1-bird-F.PW006030169.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/MF8141_COI-1_C2368.COI-1-bird-F.PW006030169.seq,MF8141,66970,MFCOI-12020052666970
KN5818,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060157291,2020.06.01,,2020.06.01,KN5818,2020-06-01,2020.06.01,2020.06.01,57291,KN5818,1110,616,20200526,KN,cytb,KN5818_L14995-H16065_C2368.L14995.PW006030172.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/双峰/KN5818_L14995-H16065_C2368.L14995.PW006030172.seq,KN5818,73968,KNcytb2020052673968
ZBAD2020-351,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100147832,2020.10.01,,2020.10.01,ZBAD2020-351,2020-10-01,2020.10.01,2020.10.01,47832,KN5818,1642,616,20200526,KN,cytb,KN5818_L14995-H16065_C2368.L14995.PW006030172.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/双峰/KN5818_L14995-H16065_C2368.L14995.PW006030172.seq,KN5818,73968,KNcytb2020052673968
KN5620,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060121308,2020.06.01,,2020.06.01,KN5620,2020-06-01,2020.06.01,2020.06.01,21308,KN5620,1111,615,20200526,KN,cytb,KN5620_L14995-H16065_C2368.L14995.PW006030156.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5620_L14995-H16065_C2368.L14995.PW006030156.seq,KN5620,49975,KNcytb2020052649975
ZBAD2020-428,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.28,SEQ2020110234359,2020.11.02,,2020.11.02,ZBAD2020-428,2020-11-02,2020.11.02,2020.11.02,34359,KN5620,1771,615,20200526,KN,cytb,KN5620_L14995-H16065_C2368.L14995.PW006030156.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5620_L14995-H16065_C2368.L14995.PW006030156.seq,KN5620,49975,KNcytb2020052649975
KN5216,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060186745,2020.06.01,,2020.06.01,KN5216,2020-06-01,2020.06.01,2020.06.01,86745,KN5216,1112,266,20200825,KN,COI-1,KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,KN5216,42901,KNCOI-12020082542901
KN5216,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060186745,2020.06.01,,2020.06.01,KN5216,2020-06-01,2020.06.01,2020.06.01,86745,KN5216,1112,286,20200825,KN,cytb,KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,KN5216,97671,KNcytb2020082597671
KN5216,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060186745,2020.06.01,,2020.06.01,KN5216,2020-06-01,2020.06.01,2020.06.01,86745,KN5216,1112,614,20200526,KN,cytb,KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,KN5216,70636,KNcytb2020052670636
KN5216,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060186745,2020.06.01,,2020.06.01,KN5216,2020-06-01,2020.06.01,2020.06.01,86745,KN5216,1112,618,20200526,KN,COI-1,KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,KN5216,16005,KNCOI-12020052616005
KN5216,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060186745,2020.06.01,,2020.06.01,KN5216,2020-06-01,2020.06.01,2020.06.01,86745,KN5216,1112,1551,20200905,KN,cytb,KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,KN5216,64246,KNcytb2020090564246
KN5216,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.05.26,SEQ2020060186745,2020.06.01,,2020.06.01,KN5216,2020-06-01,2020.06.01,2020.06.01,86745,KN5216,1112,1597,20200905,KN,COI-1,KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,KN5216,73038,KNCOI-12020090573038
ZBAD2020-303,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092631959,2020.09.26,,2020.09.26,ZBAD2020-303,2020-09-26,2020.09.26,2020.09.26,31959,KN5216,1586,266,20200825,KN,COI-1,KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,KN5216,42901,KNCOI-12020082542901
ZBAD2020-303,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092631959,2020.09.26,,2020.09.26,ZBAD2020-303,2020-09-26,2020.09.26,2020.09.26,31959,KN5216,1586,286,20200825,KN,cytb,KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,KN5216,97671,KNcytb2020082597671
ZBAD2020-303,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092631959,2020.09.26,,2020.09.26,ZBAD2020-303,2020-09-26,2020.09.26,2020.09.26,31959,KN5216,1586,614,20200526,KN,cytb,KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,KN5216,70636,KNcytb2020052670636
ZBAD2020-303,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092631959,2020.09.26,,2020.09.26,ZBAD2020-303,2020-09-26,2020.09.26,2020.09.26,31959,KN5216,1586,618,20200526,KN,COI-1,KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,KN5216,16005,KNCOI-12020052616005
ZBAD2020-303,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092631959,2020.09.26,,2020.09.26,ZBAD2020-303,2020-09-26,2020.09.26,2020.09.26,31959,KN5216,1586,1551,20200905,KN,cytb,KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,KN5216,64246,KNcytb2020090564246
ZBAD2020-303,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092631959,2020.09.26,,2020.09.26,ZBAD2020-303,2020-09-26,2020.09.26,2020.09.26,31959,KN5216,1586,1597,20200905,KN,COI-1,KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,KN5216,73038,KNCOI-12020090573038
ZBAD2020-388,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101511538,2020.10.15,,2020.10.15,ZBAD2020-388,2020-10-15,2020.10.15,2020.10.15,11538,KN5216,1688,266,20200825,KN,COI-1,KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,KN5216,42901,KNCOI-12020082542901
ZBAD2020-388,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101511538,2020.10.15,,2020.10.15,ZBAD2020-388,2020-10-15,2020.10.15,2020.10.15,11538,KN5216,1688,286,20200825,KN,cytb,KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,KN5216,97671,KNcytb2020082597671
ZBAD2020-388,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101511538,2020.10.15,,2020.10.15,ZBAD2020-388,2020-10-15,2020.10.15,2020.10.15,11538,KN5216,1688,614,20200526,KN,cytb,KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,KN5216,70636,KNcytb2020052670636
ZBAD2020-388,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101511538,2020.10.15,,2020.10.15,ZBAD2020-388,2020-10-15,2020.10.15,2020.10.15,11538,KN5216,1688,618,20200526,KN,COI-1,KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,KN5216,16005,KNCOI-12020052616005
ZBAD2020-388,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101511538,2020.10.15,,2020.10.15,ZBAD2020-388,2020-10-15,2020.10.15,2020.10.15,11538,KN5216,1688,1551,20200905,KN,cytb,KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,KN5216,64246,KNcytb2020090564246
