sample_code_x,detection_items,department,order_date,order_num,report_date,conclusion,receive_date,sample_code_format,infer_receive_date,create_time,sample_date,random_num_x,event_flight,id,Unnamed: 0,date,code,gene_name,file_name,path,sample_code_y,random_num_y,data_num
ZBAD2020-388,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101511538,2020.10.15,,2020.10.15,ZBAD2020-388,2020-10-15,2020.10.15,2020.10.15,11538,KN5216,1688,1597,20200905,KN,COI-1,KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,KN5216,73038,KNCOI-12020090573038
ZBAD2020-391,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101599396,2020.10.15,,2020.10.15,ZBAD2020-391,2020-10-15,2020.10.15,2020.10.15,99396,KN5216,1691,266,20200825,KN,COI-1,KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,KN5216,42901,KNCOI-12020082542901
ZBAD2020-391,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101599396,2020.10.15,,2020.10.15,ZBAD2020-391,2020-10-15,2020.10.15,2020.10.15,99396,KN5216,1691,286,20200825,KN,cytb,KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,KN5216,97671,KNcytb2020082597671
ZBAD2020-391,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101599396,2020.10.15,,2020.10.15,ZBAD2020-391,2020-10-15,2020.10.15,2020.10.15,99396,KN5216,1691,614,20200526,KN,cytb,KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,KN5216,70636,KNcytb2020052670636
ZBAD2020-391,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101599396,2020.10.15,,2020.10.15,ZBAD2020-391,2020-10-15,2020.10.15,2020.10.15,99396,KN5216,1691,618,20200526,KN,COI-1,KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,KN5216,16005,KNCOI-12020052616005
ZBAD2020-391,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101599396,2020.10.15,,2020.10.15,ZBAD2020-391,2020-10-15,2020.10.15,2020.10.15,99396,KN5216,1691,1551,20200905,KN,cytb,KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,KN5216,64246,KNcytb2020090564246
ZBAD2020-391,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101599396,2020.10.15,,2020.10.15,ZBAD2020-391,2020-10-15,2020.10.15,2020.10.15,99396,KN5216,1691,1597,20200905,KN,COI-1,KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,KN5216,73038,KNCOI-12020090573038
ZBAD2020-401,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102678761,2020.10.26,,2020.10.26,ZBAD2020-401,2020-10-26,2020.10.26,2020.10.26,78761,KN5216,1710,266,20200825,KN,COI-1,KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5216_COI-1_C2790.COI-1-bird-F.PW009030670.seq,KN5216,42901,KNCOI-12020082542901
ZBAD2020-401,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102678761,2020.10.26,,2020.10.26,ZBAD2020-401,2020-10-26,2020.10.26,2020.10.26,78761,KN5216,1710,286,20200825,KN,cytb,KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/KN5216_L14995-H16065_C2790.L14995.PW009030774.seq,KN5216,97671,KNcytb2020082597671
ZBAD2020-401,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102678761,2020.10.26,,2020.10.26,ZBAD2020-401,2020-10-26,2020.10.26,2020.10.26,78761,KN5216,1710,614,20200526,KN,cytb,KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2368.L14995.PW006030160.seq,KN5216,70636,KNcytb2020052670636
ZBAD2020-401,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102678761,2020.10.26,,2020.10.26,ZBAD2020-401,2020-10-26,2020.10.26,2020.10.26,78761,KN5216,1710,618,20200526,KN,COI-1,KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,bird_strike/20200526北京大兴机场10个样品结果/测序结果/COI/KN5216_COI-1_C2368.COI-1-bird-F.PW006030158.seq,KN5216,16005,KNCOI-12020052616005
ZBAD2020-401,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102678761,2020.10.26,,2020.10.26,ZBAD2020-401,2020-10-26,2020.10.26,2020.10.26,78761,KN5216,1710,1551,20200905,KN,cytb,KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/KN5216_L14995-H16065_C2842.L14995.PW009170208.seq,KN5216,64246,KNcytb2020090564246
ZBAD2020-401,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.22,SEQ2020102678761,2020.10.26,,2020.10.26,ZBAD2020-401,2020-10-26,2020.10.26,2020.10.26,78761,KN5216,1710,1597,20200905,KN,COI-1,KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/KN5216_COI-1_C2842.COI-1-bird-F.PW009170144.seq,KN5216,73038,KNCOI-12020090573038
KN8002,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.06.08,SEQ2020061193959,2020.06.11,,2020.06.11,KN8002,2020-06-11,2020.06.11,2020.06.11,93959,KN8002,1115,1838,20200608,KN,cytb,KN8002_L14995-H16065_C2400-2.L14995.PW006180313.seq,bird_strike/20200608北京大兴机场5个样品结果/测序结果/cytb/KN8002_L14995-H16065_C2400-2.L14995.PW006180313.seq,KN8002,62505,KNcytb2020060862505
KN8002,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.06.08,SEQ2020061193959,2020.06.11,,2020.06.11,KN8002,2020-06-11,2020.06.11,2020.06.11,93959,KN8002,1115,1842,20200608,KN,COI-1,KN8002_COI-1_C2400-2.COI-1-bird-F.PW006160377.seq,bird_strike/20200608北京大兴机场5个样品结果/测序结果/COI/KN8002_COI-1_C2400-2.COI-1-bird-F.PW006160377.seq,KN8002,19307,KNCOI-12020060819307
CA8322,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.06.08,SEQ2020061175727,2020.06.11,,2020.06.11,CA8322,2020-06-11,2020.06.11,2020.06.11,75727,CA8322,1116,1841,20200608,CA,cytb,CA8322_L14995-H16065_C2400-2.L14995.PW006160380.seq,bird_strike/20200608北京大兴机场5个样品结果/测序结果/cytb/CA8322_L14995-H16065_C2400-2.L14995.PW006160380.seq,CA8322,55194,CAcytb2020060855194
ZBAD2020-302,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092690820,2020.09.26,,2020.09.26,ZBAD2020-302,2020-09-26,2020.09.26,2020.09.26,90820,CA8322,1585,1841,20200608,CA,cytb,CA8322_L14995-H16065_C2400-2.L14995.PW006160380.seq,bird_strike/20200608北京大兴机场5个样品结果/测序结果/cytb/CA8322_L14995-H16065_C2400-2.L14995.PW006160380.seq,CA8322,55194,CAcytb2020060855194
CE3147,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.06.08,SEQ2020061125883,2020.06.11,,2020.06.11,CE3147,2020-06-11,2020.06.11,2020.06.11,25883,CE3147,1117,1840,20200608,CE,cytb,CE3147_L14995-H16065_C2400-2.L14995.PW006180302.seq,bird_strike/20200608北京大兴机场5个样品结果/测序结果/cytb/CE3147_L14995-H16065_C2400-2.L14995.PW006180302.seq,CE3147,36730,CEcytb2020060836730
OQ2301,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.06.08,SEQ2020061116671,2020.06.11,,2020.06.11,OQ2301,2020-06-11,2020.06.11,2020.06.11,16671,OQ2301,1118,1839,20200608,OQ,cytb,OQ2301_L14995-H16065_C2400-2.L14995.PW006160384.seq,bird_strike/20200608北京大兴机场5个样品结果/测序结果/cytb/OQ2301_L14995-H16065_C2400-2.L14995.PW006160384.seq,OQ2301,62498,OQcytb2020060862498
ZBAD2020-273,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092358646,2020.09.23,,2020.09.23,ZBAD2020-273,2020-09-23,2020.09.23,2020.09.23,58646,MU9701,1505,269,20200825,MU,COI-1,MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,MU9701,22578,MUCOI-12020082522578
ZBAD2020-273,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092358646,2020.09.23,,2020.09.23,ZBAD2020-273,2020-09-23,2020.09.23,2020.09.23,58646,MU9701,1505,283,20200825,MU,cytb,MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,MU9701,46131,MUcytb2020082546131
ZBAD2020-232,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092345764,2020.09.23,,2020.09.23,ZBAD2020-232,2020-09-23,2020.09.23,2020.09.23,45764,MU9701,1545,269,20200825,MU,COI-1,MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,MU9701,22578,MUCOI-12020082522578
ZBAD2020-232,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092345764,2020.09.23,,2020.09.23,ZBAD2020-232,2020-09-23,2020.09.23,2020.09.23,45764,MU9701,1545,283,20200825,MU,cytb,MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,MU9701,46131,MUcytb2020082546131
ZBAD2020-294,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092634150,2020.09.26,,2020.09.26,ZBAD2020-294,2020-09-26,2020.09.26,2020.09.26,34150,MU9701,1577,269,20200825,MU,COI-1,MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,MU9701,22578,MUCOI-12020082522578
ZBAD2020-294,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092634150,2020.09.26,,2020.09.26,ZBAD2020-294,2020-09-26,2020.09.26,2020.09.26,34150,MU9701,1577,283,20200825,MU,cytb,MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,MU9701,46131,MUcytb2020082546131
ZBAD2020-323,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100170686,2020.10.01,,2020.10.01,ZBAD2020-323,2020-10-01,2020.10.01,2020.10.01,70686,MU9701,1614,269,20200825,MU,COI-1,MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,MU9701,22578,MUCOI-12020082522578
ZBAD2020-323,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100170686,2020.10.01,,2020.10.01,ZBAD2020-323,2020-10-01,2020.10.01,2020.10.01,70686,MU9701,1614,283,20200825,MU,cytb,MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,MU9701,46131,MUcytb2020082546131
ZBAD2020-371,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101548628,2020.10.15,,2020.10.15,ZBAD2020-371,2020-10-15,2020.10.15,2020.10.15,48628,MU9701,1671,269,20200825,MU,COI-1,MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/MU9701_COI-1_C2790.COI-1-bird-F.PW009030675.seq,MU9701,22578,MUCOI-12020082522578
ZBAD2020-371,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.10.13,SEQ2020101548628,2020.10.15,,2020.10.15,ZBAD2020-371,2020-10-15,2020.10.15,2020.10.15,48628,MU9701,1671,283,20200825,MU,cytb,MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/Cytb/良好/MU9701_L14995-H16065_C2790.L14995.PW009030781.seq,MU9701,46131,MUcytb2020082546131
ZBAD2020-271,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092316992,2020.09.23,,2020.09.23,ZBAD2020-271,2020-09-23,2020.09.23,2020.09.23,16992,KN2968,1506,2036,20210324,KN,COI-1,KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/COI-1/KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,KN2968,30918,KNCOI-12021032430918
ZBAD2020-271,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092316992,2020.09.23,,2020.09.23,ZBAD2020-271,2020-09-23,2020.09.23,2020.09.23,16992,KN2968,1506,2046,20210324,KN,cytb,KN2968_L14995-H16065_C3511.L14995.W103240428.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/Cytb/KN2968_L14995-H16065_C3511.L14995.W103240428.seq,KN2968,52313,KNcytb2021032452313
ZBAD2020-271,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092316992,2020.09.23,,2020.09.23,ZBAD2020-271,2020-09-23,2020.09.23,2020.09.23,16992,KN2968,1506,2538,20200825,KN,COI-1,KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/COI-1/双峰/KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,KN2968,81206,KNCOI-12020082581206
ZBAD2020-271,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092316992,2020.09.23,,2020.09.23,ZBAD2020-271,2020-09-23,2020.09.23,2020.09.23,16992,KN2968,1506,2541,20200825,KN,cytb,KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/Cytb/良好/KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,KN2968,27792,KNcytb2020082527792
ZBAD2020-304,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092660544,2020.09.26,,2020.09.26,ZBAD2020-304,2020-09-26,2020.09.26,2020.09.26,60544,KN2968,1587,2036,20210324,KN,COI-1,KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/COI-1/KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,KN2968,30918,KNCOI-12021032430918
ZBAD2020-304,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092660544,2020.09.26,,2020.09.26,ZBAD2020-304,2020-09-26,2020.09.26,2020.09.26,60544,KN2968,1587,2046,20210324,KN,cytb,KN2968_L14995-H16065_C3511.L14995.W103240428.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/Cytb/KN2968_L14995-H16065_C3511.L14995.W103240428.seq,KN2968,52313,KNcytb2021032452313
ZBAD2020-304,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092660544,2020.09.26,,2020.09.26,ZBAD2020-304,2020-09-26,2020.09.26,2020.09.26,60544,KN2968,1587,2538,20200825,KN,COI-1,KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/COI-1/双峰/KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,KN2968,81206,KNCOI-12020082581206
ZBAD2020-304,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.24,SEQ2020092660544,2020.09.26,,2020.09.26,ZBAD2020-304,2020-09-26,2020.09.26,2020.09.26,60544,KN2968,1587,2541,20200825,KN,cytb,KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/Cytb/良好/KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,KN2968,27792,KNcytb2020082527792
ZBAD2020-327,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100133695,2020.10.01,,2020.10.01,ZBAD2020-327,2020-10-01,2020.10.01,2020.10.01,33695,KN2968,1618,2036,20210324,KN,COI-1,KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/COI-1/KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,KN2968,30918,KNCOI-12021032430918
ZBAD2020-327,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100133695,2020.10.01,,2020.10.01,ZBAD2020-327,2020-10-01,2020.10.01,2020.10.01,33695,KN2968,1618,2046,20210324,KN,cytb,KN2968_L14995-H16065_C3511.L14995.W103240428.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/Cytb/KN2968_L14995-H16065_C3511.L14995.W103240428.seq,KN2968,52313,KNcytb2021032452313
ZBAD2020-327,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100133695,2020.10.01,,2020.10.01,ZBAD2020-327,2020-10-01,2020.10.01,2020.10.01,33695,KN2968,1618,2538,20200825,KN,COI-1,KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/COI-1/双峰/KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,KN2968,81206,KNCOI-12020082581206
ZBAD2020-327,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100133695,2020.10.01,,2020.10.01,ZBAD2020-327,2020-10-01,2020.10.01,2020.10.01,33695,KN2968,1618,2541,20200825,KN,cytb,KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/Cytb/良好/KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,KN2968,27792,KNcytb2020082527792
ZBAD2020-345,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100170211,2020.10.01,,2020.10.01,ZBAD2020-345,2020-10-01,2020.10.01,2020.10.01,70211,KN2968,1636,2036,20210324,KN,COI-1,KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/COI-1/KN2968_COI-1_C3511.COI-1-bird-F.W103240426.seq,KN2968,30918,KNCOI-12021032430918
ZBAD2020-345,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100170211,2020.10.01,,2020.10.01,ZBAD2020-345,2020-10-01,2020.10.01,2020.10.01,70211,KN2968,1636,2046,20210324,KN,cytb,KN2968_L14995-H16065_C3511.L14995.W103240428.seq,bird_strike/20210324萧山机场1个&北京大兴机场16个样品检测结果/测序结果/Cytb/KN2968_L14995-H16065_C3511.L14995.W103240428.seq,KN2968,52313,KNcytb2021032452313
ZBAD2020-345,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100170211,2020.10.01,,2020.10.01,ZBAD2020-345,2020-10-01,2020.10.01,2020.10.01,70211,KN2968,1636,2538,20200825,KN,COI-1,KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/COI-1/双峰/KN2968_COI-1_C2777.COI-1-bird-F.PW009010542.seq,KN2968,81206,KNCOI-12020082581206
ZBAD2020-345,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100170211,2020.10.01,,2020.10.01,ZBAD2020-345,2020-10-01,2020.10.01,2020.10.01,70211,KN2968,1636,2541,20200825,KN,cytb,KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,bird_strike/20200825&0826萧山机场4个&北京大兴机场44个样品结果/测序结果/Cytb/良好/KN2968_L14995-H16065_C2777.L14995.PW009022094.seq,KN2968,27792,KNcytb2020082527792
ZBAD2020-267,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092370188,2020.09.23,,2020.09.23,ZBAD2020-267,2020-09-23,2020.09.23,2020.09.23,70188,MF8832,1510,1888,20200910,MF,cytb,MF8832_L14995-H16065_C2843.L14995.PW009170302.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/cytb/双峰/MF8832_L14995-H16065_C2843.L14995.PW009170302.seq,MF8832,39435,MFcytb2020091039435
ZBAD2020-267,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092370188,2020.09.23,,2020.09.23,ZBAD2020-267,2020-09-23,2020.09.23,2020.09.23,70188,MF8832,1510,1913,20200910,MF,COI-1,MF8832_COI-1_C2843.COI-1-bird-F.PW009170258.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/COI-1/双峰/MF8832_COI-1_C2843.COI-1-bird-F.PW009170258.seq,MF8832,99921,MFCOI-12020091099921
ZBAD2020-320,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100147648,2020.10.01,,2020.10.01,ZBAD2020-320,2020-10-01,2020.10.01,2020.10.01,47648,MF8832,1611,1888,20200910,MF,cytb,MF8832_L14995-H16065_C2843.L14995.PW009170302.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/cytb/双峰/MF8832_L14995-H16065_C2843.L14995.PW009170302.seq,MF8832,39435,MFcytb2020091039435
ZBAD2020-320,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100147648,2020.10.01,,2020.10.01,ZBAD2020-320,2020-10-01,2020.10.01,2020.10.01,47648,MF8832,1611,1913,20200910,MF,COI-1,MF8832_COI-1_C2843.COI-1-bird-F.PW009170258.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/COI-1/双峰/MF8832_COI-1_C2843.COI-1-bird-F.PW009170258.seq,MF8832,99921,MFCOI-12020091099921
ZBAD2020-266,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092346435,2020.09.23,,2020.09.23,ZBAD2020-266,2020-09-23,2020.09.23,2020.09.23,46435,NS8070,1511,1553,20200905,NS,cytb,NS8070_L14995-H16065_C2842.L14995.PW009170186.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/NS8070_L14995-H16065_C2842.L14995.PW009170186.seq,NS8070,98610,NScytb2020090598610
ZBAD2020-266,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092346435,2020.09.23,,2020.09.23,ZBAD2020-266,2020-09-23,2020.09.23,2020.09.23,46435,NS8070,1511,1590,20200905,NS,COI-1,NS8070_COI-1_C2842.COI-1-bird-F.PW009170122.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/NS8070_COI-1_C2842.COI-1-bird-F.PW009170122.seq,NS8070,67106,NSCOI-12020090567106
ZBAD2020-321,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100139415,2020.10.01,,2020.10.01,ZBAD2020-321,2020-10-01,2020.10.01,2020.10.01,39415,NS8070,1612,1553,20200905,NS,cytb,NS8070_L14995-H16065_C2842.L14995.PW009170186.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/cytb/良好/NS8070_L14995-H16065_C2842.L14995.PW009170186.seq,NS8070,98610,NScytb2020090598610
ZBAD2020-321,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.3,SEQ2020100139415,2020.10.01,,2020.10.01,ZBAD2020-321,2020-10-01,2020.10.01,2020.10.01,39415,NS8070,1612,1590,20200905,NS,COI-1,NS8070_COI-1_C2842.COI-1-bird-F.PW009170122.seq,bird_strike/20200905北京大兴机场64个样品结果/测序结果/COI-1/良好/NS8070_COI-1_C2842.COI-1-bird-F.PW009170122.seq,NS8070,67106,NSCOI-12020090567106
ZBAD2020-265,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092347899,2020.09.23,,2020.09.23,ZBAD2020-265,2020-09-23,2020.09.23,2020.09.23,47899,CZ6103,1512,1862,20200910,CZ,cytb,CZ6103_L14995-H16065_C2843.L14995.PW009170295.seq,bird_strike/20200910北京大兴机场48个&常州机场2个样品结果/测序结果/cytb/良好/CZ6103_L14995-H16065_C2843.L14995.PW009170295.seq,CZ6103,79599,CZcytb2020091079599
ZBAD2020-263,飞鸟残骸鉴定（常规）,北京大兴国际机场,2020.09.2,SEQ2020092344432,2020.09.23,,2020.09.23,ZBAD2020-263,2020-09-23,2020.09.23,2020.09.23,44432,KN5668,1514,263,20200825,KN,COI-1,KN5668_COI-1_C2790.COI-1-bird-F.PW009030658.seq,bird_strike/20200825&0828&0831常州机场3个&大兴机场36个&萧山机场3个加急样品结果/测序结果/COI-1/KN5668_COI-1_C2790.COI-1-bird-F.PW009030658.seq,KN5668,53526,KNCOI-12020082553526
